File Name,k-eff_o,std_o,k-eff__m,std_m,k-eff_bench,std_bench,k_normalized,std_normalized,geometry,therm fiss,int fiss,fast fiss, above therm fiss, Avg E, Avg leth causing fiss
U233-SOL-INTER-001-033,0.99416,0.00016,0.99416,0.000162108,1,0.0046,0.99416,0.004576,Sphere,45.16,49.98,4.86,54.84,83301.0,2.0939
PU-SOL-THERM-004-007,1.00549,0.00011,1.00549,0.000110643,1,0.0047,1.00549,0.004727,Sphere,97.15,2.54,0.31,2.85,5900.5,0.054883999999999995
LEU-COMP-THERM-024-001,1.00112,0.00011,1.00112,0.000110029,1,0.0054,1.00112,0.005407,Lattice,68.57,24.20,7.23,31.43,177780.0,1.0131000000000001
HEU-MET-FAST-075,1.00110,0.00009,1.0011,9.20341e-05,0.9985,0.0027,1.00260,0.002712,Cylinder,0.35,25.83,73.82,99.65,805530.0,222520.0
U233-SOL-THERM-016-007,0.99687,0.00016,0.996867,0.000161401,1.0008,0.0034,0.99607,0.003387,Cylinder,68.94,29.06,1.99,31.06,34398.0,0.29018000000000005
PU-SOL-THERM-018-008,1.00330,0.00011,1.0033,0.000106327,1,0.0033,1.0033,0.003312,Cylinder,95.95,3.53,0.52,4.05,10881.0,0.060402
MIX-MET-FAST-007-013,1.00048,0.00009,1.00048,9.02088e-05,1,0.0033,1.00048,0.003302,Sphere,0.00,4.55,95.45,100.0,1604200.0,931930.0
HEU-SOL-THERM-038-001,0.99495,0.00014,0.994948,0.000140862,1,0.0025,0.99495,0.002491,Cylinder,74.70,22.77,2.53,25.3,43339.0,0.37603000000000003
PU-MET-FAST-016-002,1.00705,0.00011,1.00705,0.000110432,1,0.0038,1.00705,0.003828,Cylinder (array),24.16,11.75,64.09,75.84,1248000.0,8014.500000000001
LEU-COMP-THERM-005-001,1.00266,0.00011,1.00266,0.00010844,1,0.0023,1.00266,0.002308,Lattice,87.93,7.50,4.56,12.07,130350.0,0.15314
HEU-MET-FAST-003-001,0.99511,0.00009,0.995113,8.60201e-05,1,0.005,0.99511,0.004976,Sphere,0.00,6.35,93.65,100.0,1475500.0,787300.0
U233-SOL-INTER-001-012,0.98172,0.00015,0.981718,0.000153904,1,0.0091,0.98172,0.008934,Sphere,35.67,58.63,5.70,64.33,91782.0,4.493
HEU-MET-FAST-078-029,1.00235,0.00010,1.00235,0.000101856,1,0.0025,1.00235,0.002507,Cylinder,0.04,15.83,84.13,99.96,1198200.0,463140.0
LEU-COMP-THERM-079-006,0.99829,0.00011,0.998286,0.00010511,0.9994,0.0008,0.99888,0.000806,Lattice,90.73,5.59,3.68,9.27,105980.0,0.10977999999999999
U233-SOL-THERM-016-026,1.00545,0.00015,1.00545,0.000148827,0.998,0.0034,1.00746,0.003435,Cylinder,85.42,13.83,0.75,14.58,13038.0,0.08059999999999999
LEU-COMP-THERM-060-004,0.99926,0.00010,0.999262,9.7114e-05,1.0017,0,0.99756,9.694918,Lattice,88.22,7.21,4.57,11.78,125480.00000000001,0.16642
U233-SOL-THERM-015-015,0.98984,0.00016,0.989837,0.000155476,1,0.006,0.98984,0.005941,Sphere,54.99,41.94,3.07,45.01,50483.0,0.8490500000000001
HEU-MET-FAST-066-004,1.00513,0.00011,1.00513,0.000111299,1.0043,0.0043,1.00082,0.004286,Sphere,6.23,30.11,63.66,93.77,890290.0,54843.0
IEU-MET-FAST-006,0.99608,0.00009,0.996082,8.63971e-05,1,0.0023,0.99608,0.002292,Sphere,0.00,10.04,89.96,100.0,1205500.0,571830.0
MIX-MET-FAST-004-001,1.00031,0.00009,1.00031,8.71798e-05,0.9993,0.0013,1.00101,0.001305,Sphere,0.00,5.76,94.24,100.0,1454700.0,806760.0
HEU-MET-FAST-100-001,1.00476,0.00009,1.00476,8.56331e-05,1.0031,0.0007,1.00165,0.000704,Sphere,0.00,5.35,94.65,100.0,1453600.0,815300.0
U233-SOL-INTER-001-029,0.97775,0.00016,0.977754,0.000157208,1,0.0098,0.97775,0.009583,Sphere,41.59,53.44,4.97,58.41,82373.0,2.6694
HEU-SOL-THERM-042-003,1.00078,0.00005,1.00078,5.29184e-05,0.9994,0.0028,1.00138,0.002806,Cylinder,98.30,1.58,0.12,1.7,2187.0,0.030949
HEU-MET-FAST-084-003,1.00008,0.00009,1.00008,9.24883e-05,0.9993,0.0021,1.00078,0.002105,Cylinder,0.00,9.41,90.59,100.0,1312000.0,653050.0
HEU-MET-FAST-079-003,1.00012,0.00009,1.00012,8.84174e-05,0.9996,0.0015,1.00052,0.001503,Cylinder,0.00,5.66,94.34,100.0,1435700.0,802420.0
LEU-COMP-THERM-006-009,0.99987,0.00010,0.999869,9.88327e-05,1,0.002,0.99987,0.002002,Lattice,89.00,5.97,5.03,11.0,148280.0,0.13923000000000002
LEU-COMP-THERM-010-003,1.00403,0.00011,1.00403,0.000106319,1,0.0021,1.00403,0.002111,Lattice,90.24,5.97,3.79,9.76,108460.0,0.1158
HEU-MET-FAST-007-026,0.99861,0.00011,0.99861,0.000110292,0.9966,0.0017,1.00201,0.001712,Rectangular,8.22,34.76,57.02,91.78,942370.0,21346.0
HEU-MET-FAST-005-004,0.99456,0.00010,0.994562,0.000100701,0.9989,0.0036,0.99565,0.003589,Lattice,1.63,24.56,73.81,98.37,1007200.0000000001,172290.0
HEU-SOL-THERM-027-006,0.99123,0.00014,0.991231,0.000144801,1,0.0043,0.99123,0.004264,Cylinder,90.75,8.43,0.82,9.25,14549.0,0.073836
HEU-MET-FAST-051-014,0.99854,0.00009,0.998537,8.59693e-05,0.9996,0.0002,0.99893,0.000217,Cylinder,0.00,5.28,94.72,100.0,1460000.0,820980.0
MIX-MET-FAST-007-009,1.00516,0.00010,1.00516,0.000102764,1,0.0028,1.00516,0.002816,Sphere,2.61,16.75,80.64,97.39,1392200.0,261139.99999999997
PU-MET-FAST-045-006,1.00580,0.00009,1.0058,9.31479e-05,1,0.0038,1.0058,0.003823,Cylinder,0.68,4.96,94.36,99.32,1653500.0,805030.0
HEU-MET-FAST-043-002,0.99807,0.00009,0.998066,8.86087e-05,0.9995,0.0019,0.99856,0.001900,Cylinder,0.00,5.35,94.65,100.0,1443200.0,812770.0
PU-MET-FAST-005,1.00108,0.00009,1.00108,8.95015e-05,1,0.0013,1.00108,0.001304,Sphere,0.00,3.74,96.26,100.0,1673800.0,1007700.0
LEU-COMP-THERM-009-001,0.99900,0.00010,0.998997,0.000104286,1,0.0021,0.999,0.002100,Lattice,90.33,5.84,3.83,9.67,110180.0,0.11538000000000001
LEU-COMP-THERM-028-020,0.99574,0.00009,0.995741,8.97153e-05,1.0001,0.0046,0.99564,0.004580,Lattice,91.54,5.08,3.38,8.46,97751.0,0.10096
HEU-SOL-THERM-001-008,0.99815,0.00015,0.998151,0.000146724,0.9998,0.0038,0.99834,0.003797,Cylinder,89.97,9.13,0.90,10.03,15956.999999999998,0.080692
U233-SOL-THERM-012-001,1.00086,0.00015,1.00086,0.000147955,1,0.0028,1.00086,0.002806,Sphere,76.16,22.33,1.51,23.84,26039.0,0.17169
U233-SOL-THERM-013-010,1.00799,0.00016,1.00799,0.000162139,0.9992,0.0046,1.00879,0.004647,Sphere,77.38,21.33,1.30,22.62,22383.0,0.15017
LEU-COMP-THERM-039-005,0.99747,0.00011,0.99747,0.000109721,1,0.0009,0.99747,0.000904,Lattice,88.03,7.79,4.18,11.97,118460.0,0.14248
HEU-SOL-THERM-004-005,0.98936,0.00014,0.989356,0.000141375,1,0.0104,0.98936,0.010290,Sphere,72.30,26.64,1.06,27.7,14596.0,0.4182
HEU-SOL-THERM-006-027,0.98295,0.00014,0.982947,0.00014144,0.9973,0.005,0.98561,0.004943,Cylinder,81.06,17.11,1.83,18.94,32107.999999999996,0.20323
HEU-SOL-THERM-049-017,0.99829,0.00013,0.998288,0.000130707,1.0012,0.0021,0.99709,0.002095,Cylinder,66.74,29.94,3.32,33.26,58635.0,0.74591
HEU-MET-FAST-084-022,0.99835,0.00009,0.998349,9.05212e-05,0.9994,0.002,0.99894,0.002001,Cylinder,0.00,5.75,94.25,100.0,1411700.0,784450.0
PU-SOL-THERM-010-014,1.00962,0.00011,1.00962,0.000112519,1,0.0048,1.00962,0.004847,Sphere,97.04,2.63,0.32,2.96,6139.4,0.055989
HEU-MET-FAST-078-033,0.99596,0.00010,0.995955,9.98381e-05,0.9996,0.0026,0.99635,0.002593,Cylinder,0.09,16.57,83.34,99.91,1187300.0,436610.0
U233-SOL-INTER-001-008,0.98177,0.00015,0.98177,0.000153867,1,0.0056,0.98177,0.005500,Sphere,38.36,54.76,6.88,61.64,117550.0,4.5445
LEU-COMP-THERM-022-004,1.00809,0.00011,1.00809,0.000108469,1,0.0037,1.00809,0.003731,Lattice,91.65,6.31,2.04,8.35,54270.0,0.08350400000000001
PU-SOL-THERM-002-002,1.00480,0.00012,1.0048,0.000122793,1,0.0047,1.0048,0.004724,Sphere,95.60,3.90,0.50,4.4,9592.3,0.07152800000000001
LEU-COMP-THERM-001-007,0.99817,0.00009,0.998168,8.9975e-05,0.9998,0.0031,0.99836,0.003096,Lattice,91.69,4.35,3.96,8.31,118350.0,0.095663
HEU-MET-FAST-007-007,1.00145,0.00010,1.00145,9.86107e-05,0.9974,0.0014,1.00406,0.001412,Rectangular,0.52,28.88,70.59,99.48,1133000.0,174350.0
LEU-COMP-THERM-010-022,1.00383,0.00011,1.00383,0.000110158,1,0.0028,1.00383,0.002812,Lattice,82.86,10.97,6.17,17.14,173410.0,0.27885
PU-SOL-THERM-032-006,1.00451,0.00011,1.00451,0.000112395,1,0.002,1.00451,0.002012,Cylinder,96.49,3.11,0.39,3.51,7501.200000000001,0.061273999999999995
HEU-MET-FAST-058-003,1.00297,0.00010,1.00297,9.63947e-05,1,0.0027,1.00297,0.002709,Sphere,0.06,15.36,84.58,99.94,1210500.0,459610.0
LEU-SOL-THERM-004-003,0.98975,0.00009,0.989748,8.68664e-05,0.9999,0.0009,0.98984,0.000895,Cylinder,96.58,2.79,0.63,3.42,16863.0,0.037655
HEU-MET-FAST-041-001,1.00693,0.00009,1.00693,9.40206e-05,1.0013,0.003,1.00562,0.003014,Sphere,0.02,13.72,86.27,99.98,1236400.0,514410.00000000006
LEU-COMP-THERM-009-020,0.99898,0.00010,0.998984,0.000104892,1,0.0021,0.99898,0.002100,Lattice,90.26,5.90,3.85,9.74,110810.0,0.11635000000000001
PU-MET-FAST-024,1.00170,0.00009,1.0017,9.25005e-05,1,0.002,1.0017,0.002005,Sphere,1.16,7.97,90.87,98.84,1740800.0,637080.0
PU-SOL-THERM-038-003,1.00255,0.00007,1.00255,7.26198e-05,1.0005,0.0018,1.00204,0.001804,Cylinder,98.31,1.50,0.19,1.69,3843.2000000000003,0.043229000000000004
HEU-SOL-THERM-025-005,1.00295,0.00013,1.00295,0.000128737,1.0013,0.003,1.00164,0.003003,Cylinder,94.59,4.97,0.44,5.41,7868.3,0.048188
HEU-SOL-THERM-006-006,0.99904,0.00011,0.999045,0.00011396,1,0.0087,0.99904,0.008692,Cylinder,72.88,24.74,2.38,27.12,41917.0,0.42408
LEU-COMP-THERM-028-001,0.99806,0.00010,0.998059,0.000102406,0.9998,0.0047,0.99825,0.004693,Lattice,85.16,9.55,5.30,14.84,149460.0,0.21114
HEU-MET-FAST-059-002,0.99317,0.00009,0.99317,8.83509e-05,0.9952,0.0016,0.99796,0.001606,Cylinder,0.03,7.25,92.72,99.97,1416200.0,732070.0
U233-SOL-THERM-008,1.00152,0.00005,1.00152,5.39588e-05,1.0006,0.0029,1.00091,0.002901,Sphere,95.51,4.31,0.18,4.49,3135.6,0.036961
PU-SOL-THERM-032-016,1.00376,0.00011,1.00376,0.00010944,1,0.002,1.00376,0.002010,Cylinder,96.64,2.99,0.38,3.36,7290.6,0.059669
HEU-MET-FAST-007-017,0.99575,0.00013,0.995753,0.000126274,0.9953,0.0012,1.00045,0.001212,Rectangular,24.37,46.61,29.01,75.63,501990.00000000006,341.11
HEU-MET-FAST-025-005,1.00543,0.00009,1.00543,8.92154e-05,0.9991,0.0016,1.00633,0.001614,Cylinder,0.00,5.90,94.10,100.0,1395300.0,768840.0
PU-SOL-THERM-003-003,1.00488,0.00011,1.00488,0.000114597,1,0.0047,1.00488,0.004724,Sphere,96.58,3.04,0.38,3.42,7220.8,0.060754
HEU-MET-FAST-036-002,0.99827,0.00010,0.998268,0.000103836,0.9993,0.0013,0.99896,0.001303,Cylinder,10.64,27.69,61.67,89.36,1031600.0000000001,23565.0
LEU-COMP-THERM-080-010,0.99570,0.00012,0.995696,0.00011546,0.9972,0.001,0.99849,0.001007,Lattice,76.92,16.65,6.43,23.08,171420.0,0.46929
U233-SOL-INTER-001-018,0.97900,0.00016,0.979003,0.000157051,1,0.0057,0.979,0.005582,Sphere,33.07,60.45,6.48,66.93,106240.0,5.8773
HEU-MET-FAST-078-023,0.99797,0.00009,0.997965,9.23459e-05,0.9992,0.0022,0.99876,0.002200,Cylinder,0.00,5.78,94.22,100.0,1432700.0,795460.0
PU-SOL-THERM-010-004,1.01269,0.00013,1.01269,0.000125873,1,0.0048,1.01269,0.004862,Sphere,95.39,4.09,0.53,4.61,9974.9,0.07409600000000001
LEU-COMP-THERM-028-011,0.99801,0.00010,0.998012,9.78787e-05,1.0002,0.0045,0.99781,0.004490,Lattice,89.27,6.69,4.04,10.73,115980.0,0.13108
U233-SOL-THERM-013-021,1.00230,0.00013,1.0023,0.000130538,0.9996,0.0034,1.00270,0.003413,Sphere,90.01,9.51,0.47,9.99,8198.5,0.056487
HEU-SOL-THERM-006-016,0.99856,0.00011,0.998559,0.000113777,1,0.0087,0.99856,0.008688,Cylinder,72.88,24.76,2.36,27.12,41569.0,0.42344
MIX-COMP-FAST-002,0.98554,0.00007,0.985542,6.8544e-05,0.9874,0.0022,0.99811,0.002224,Cylinder,0.00,42.07,57.93,100.0,826840.0,118840.0
HEU-SOL-THERM-025-015,0.99906,0.00011,0.999061,0.000109985,1.0002,0.0058,0.99886,0.005793,Cylinder,86.76,12.16,1.07,13.24,18995.0,0.10946
PU-SOL-THERM-022-003,1.00113,0.00012,1.00113,0.000122308,1,0.0015,1.00113,0.001506,Cylinder,94.38,4.96,0.66,5.62,12865.0,0.082213
LEU-COMP-THERM-002-005,0.99780,0.00010,0.997803,0.0001034,0.9997,0.002,0.99809,0.001999,Lattice,90.60,5.66,3.74,9.4,107860.0,0.11145
PU-SOL-THERM-034-009,0.99747,0.00012,0.997467,0.000116804,1,0.0052,0.99747,0.005188,Cylinder,66.09,28.97,4.94,33.91,93020.0,1.6195
HEU-MET-FAST-007-036,1.00363,0.00012,1.00363,0.000115307,0.9999,0.0007,1.00373,0.000712,Rectangular,21.57,28.75,49.68,78.43,809830.0,3539.3999999999996
LEU-COMP-THERM-011-002,0.99840,0.00010,0.998398,9.7879e-05,1.0009,0.0032,0.99750,0.003190,Lattice,84.15,9.17,6.68,15.85,196390.0,0.25078
LEU-COMP-THERM-010-013,0.99767,0.00010,0.99767,0.000103225,1,0.0021,0.99767,0.002097,Lattice,90.51,5.72,3.77,9.49,108620.0,0.11303
LEU-COMP-THERM-007-008,0.99805,0.00011,0.998051,0.00011418,1,0.0014,0.99805,0.001401,Lattice,83.08,11.27,5.65,16.92,157840.0,0.25395
HEU-MET-FAST-084-013,0.99916,0.00009,0.999164,8.63303e-05,0.9994,0.0022,0.99975,0.002202,Cylinder,0.00,5.87,94.13,100.0,1459500.0,795370.0
PU-MET-FAST-021-002,0.99331,0.00009,0.993313,9.25237e-05,1,0.0016,0.99331,0.001591,Cylinder,0.09,6.73,93.18,99.91,1671700.0,866240.0
HEU-MET-FAST-085-002,1.00412,0.00009,1.00412,9.20759e-05,0.9997,0.0031,1.00442,0.003116,Sphere,0.00,7.60,92.40,100.0,1267300.0,665980.0
PU-SOL-THERM-012-007,1.00528,0.00012,1.00528,0.000124983,1,0.0013,1.00528,0.001312,Rectangular,92.61,6.49,0.90,7.39,17674.0,0.10483
HEU-MET-FAST-034-001,0.99710,0.00011,0.997101,0.000110947,0.999,0.0012,0.99809,0.001204,Cylinder,10.01,34.50,55.48,89.99,901630.0,14098.0
HEU-SOL-THERM-043-002,1.00514,0.00010,1.00514,9.51461e-05,0.9995,0.0026,1.00564,0.002617,Sphere,97.62,2.20,0.18,2.38,3192.0,0.033567
HEU-SOL-THERM-050-005,1.00109,0.00016,1.00109,0.000155892,0.9985,0.0085,1.00259,0.008536,Cylinder,78.90,18.97,2.13,21.1,37602.0,0.25355
HEU-SOL-THERM-049-007,1.00551,0.00013,1.00551,0.000127594,1.0012,0.0024,1.00430,0.002410,Cylinder,70.91,26.08,3.01,29.09,53265.0,0.51735
PU-SOL-THERM-018-002,1.01177,0.00012,1.01177,0.000122656,1,0.0034,1.01177,0.003442,Cylinder,90.25,8.44,1.31,9.75,27109.0,0.12878
HEU-MET-FAST-027,1.00091,0.00009,1.00091,8.82119e-05,1,0.0025,1.00091,0.002503,Sphere,0.00,5.83,94.17,100.0,1404100.0,777260.0
LEU-SOL-THERM-007-001,0.99503,0.00010,0.995029,9.79986e-05,0.9961,0.0009,0.99892,0.000907,Cylinder,95.97,3.28,0.75,4.03,19947.0,0.042187
PU-SOL-THERM-028-006,1.01094,0.00011,1.01094,0.000108619,1,0.0012,1.01094,0.001217,Cylinder,96.52,3.10,0.38,3.48,7141.1,0.06175099999999999
PU-MET-FAST-015,1.00004,0.00009,1.00004,9.17021e-05,1.0041,0.0026,0.99595,0.002580,Cylinder,0.00,4.28,95.71,100.0,1627400.0,962070.0
LEU-COMP-THERM-009-011,0.99886,0.00011,0.998861,0.000105226,1,0.0021,0.99886,0.002100,Lattice,90.36,5.82,3.82,9.64,109860.0,0.11493
MIX-MET-FAST-007-019,1.00706,0.00009,1.00706,9.31181e-05,1,0.0034,1.00706,0.003425,Sphere,0.00,7.37,92.63,100.0,1621900.0,858070.0
HEU-MET-FAST-051-004,0.99524,0.00009,0.995237,8.66899e-05,0.9969,0.0005,0.99833,0.000508,Cylinder,0.00,5.15,94.85,100.0,1468900.0,829580.0
HEU-MET-FAST-032-004,1.00090,0.00008,1.0009,8.46257e-05,1,0.0017,1.0009,0.001703,Sphere,0.00,5.67,94.33,100.0,1456300.0,802400.0
LEU-COMP-THERM-078-007,0.99778,0.00012,0.997782,0.000117475,0.9994,0.001,0.99837,0.001005,Lattice,80.91,13.74,5.35,19.09,143990.0,0.29937
HEU-SOL-THERM-009-004,0.99636,0.00014,0.996358,0.000135427,0.9986,0.0035,0.99775,0.003499,Sphere,89.19,9.79,1.01,10.81,17887.0,0.089589
HEU-MET-FAST-078-039,0.99671,0.00009,0.996709,9.30831e-05,0.9989,0.0021,0.99780,0.002099,Cylinder,0.12,9.73,90.15,99.88,1353000.0,627840.0
LEU-COMP-THERM-027-003,1.00716,0.00011,1.00716,0.000110459,1.0014,0.0015,1.00575,0.001510,Lattice,89.41,7.08,3.52,10.59,98506.0,0.1173
PU-SOL-THERM-007-005,1.00923,0.00013,1.00923,0.000131307,1,0.0047,1.00923,0.004745,Sphere,92.50,6.58,0.92,7.5,17570.0,0.11012999999999999
U233-SOL-INTER-001-002,0.98091,0.00015,0.98091,0.000153994,1,0.0085,0.98091,0.008339,Sphere,29.76,63.24,7.01,70.24,113220.0,8.061599999999999
LEU-COMP-THERM-010-028,1.00233,0.00010,1.00233,0.000104479,1,0.0028,1.00233,0.002808,Lattice,80.40,10.61,8.99,19.6,264140.0,0.45332
HEU-MET-FAST-003-011,1.00876,0.00009,1.00876,9.2555e-05,1,0.005,1.00876,0.005044,Sphere,0.00,14.06,85.94,100.0,1175000.0,513930.0
LEU-COMP-THERM-005-011,1.00184,0.00011,1.00184,0.000105651,1,0.0043,1.00184,0.004309,Lattice,66.93,22.62,10.45,33.07,287740.0,1.6838000000000002
HEU-SOL-THERM-038-011,0.99630,0.00014,0.996297,0.000143231,1,0.0025,0.9963,0.002494,Cylinder,74.67,22.81,2.52,25.33,43051.0,0.37594999999999995
LEU-COMP-THERM-017-007,0.99994,0.00009,0.999937,8.81416e-05,1,0.0031,0.99994,0.003101,Lattice,88.72,4.60,6.68,11.28,204550.0,0.16235
MIX-MET-FAST-010,0.99966,0.00009,0.999658,8.53399e-05,1,0.0009,0.99966,0.000903,Sphere,0.00,3.74,96.26,100.0,1673500.0,1003900.0
LEU-COMP-THERM-042-006,0.99957,0.00010,0.999574,9.88912e-05,1,0.0016,0.99957,0.001602,Lattice,87.09,7.23,5.69,12.91,167090.0,0.17302
MIX-MET-FAST-007-022,1.00394,0.00009,1.00394,8.97938e-05,1,0.003,1.00394,0.003013,Sphere,0.00,5.55,94.45,100.0,1685600.0,960840.0
HEU-SOL-THERM-020-002,0.99607,0.00016,0.996073,0.00015953,0.9956,0.0093,1.00047,0.009346,Cylinder,73.12,26.08,0.81,26.88,11107.0,0.39147
HEU-MET-FAST-057-001,0.98969,0.00009,0.989693,8.98734e-05,1,0.002,0.98969,0.001981,Sphere,0.00,6.26,93.74,100.0,1362700.0,748030.0
HEU-MET-FAST-038-001,1.00332,0.00010,1.00332,9.92312e-05,0.9999,0.0007,1.00342,0.000709,Cylinder,0.08,32.82,67.11,99.92,1070200.0,213650.0
U233-SOL-THERM-015-005,0.98644,0.00015,0.986436,0.000153569,1,0.0055,0.98644,0.005427,Sphere,49.10,47.12,3.77,50.9,62019.0,1.3778
HEU-MET-FAST-092-003,1.00373,0.00009,1.00373,8.88841e-05,0.9993,0.0012,1.00443,0.001209,Cylinder,0.00,6.16,93.84,100.0,1356400.0,739200.0
PU-SOL-THERM-005-006,1.00580,0.00012,1.0058,0.000116936,1,0.0047,1.0058,0.004728,Sphere,96.22,3.36,0.42,3.78,7955.200000000001,0.06485300000000001
U233-SOL-INTER-001-023,0.99052,0.00016,0.990517,0.000160533,1,0.0047,0.99052,0.004658,Sphere,36.43,57.03,6.54,63.57,111830.0,4.751600000000001
HEU-MET-FAST-084-009,1.00283,0.00009,1.00283,8.94188e-05,0.9993,0.0054,1.00353,0.005423,Cylinder,0.00,6.39,93.61,100.0,1345200.0,728500.0
HEU-SOL-THERM-028-004,0.99876,0.00012,0.998755,0.000122192,1,0.0028,0.99876,0.002799,Cylinder,94.78,4.79,0.43,5.22,7639.599999999999,0.047229
PU-SOL-THERM-034-013,0.99686,0.00011,0.996864,0.000111124,1,0.0043,0.99686,0.004287,Cylinder,62.75,31.93,5.32,37.25,100310.0,2.2589
LEU-COMP-THERM-006-003,1.00031,0.00010,1.00031,0.000102944,1,0.002,1.00031,0.002003,Lattice,84.27,8.86,6.87,15.73,199660.0,0.25472
LEU-COMP-THERM-010-009,0.99979,0.00010,0.999793,0.000104245,1,0.0021,0.99979,0.002102,Lattice,89.49,6.61,3.90,10.51,111200.0,0.12505
MIX-MET-FAST-007-003,1.00639,0.00010,1.00639,0.000101669,1,0.0028,1.00639,0.002819,Sphere,1.10,17.19,81.71,98.9,1343100.0,339210.0
U233-SOL-THERM-015-024,0.99091,0.00016,0.990905,0.000155183,1,0.0051,0.99091,0.005055,Sphere,66.17,31.82,2.02,33.83,33363.0,0.3513
HEU-SOL-THERM-027-004,0.99862,0.00014,0.998616,0.000139474,1,0.0037,0.99862,0.003697,Cylinder,90.66,8.51,0.83,9.34,14735.0,0.074518
PU-MET-FAST-045-004,1.00690,0.00009,1.0069,9.21315e-05,1,0.0035,1.0069,0.003525,Cylinder,0.16,4.66,95.18,99.84,1633300.0,892410.0
LEU-COMP-THERM-009-003,0.99832,0.00010,0.998324,0.000102625,1,0.0021,0.99832,0.002098,Lattice,90.35,5.83,3.82,9.65,110050.0,0.11513999999999999
U233-SOL-THERM-012-003,1.00961,0.00014,1.00961,0.000143458,1,0.0023,1.00961,0.002326,Sphere,78.19,20.49,1.32,21.81,22823.0,0.14568
U233-SOL-THERM-013-012,1.00641,0.00016,1.00641,0.000159882,0.9992,0.005,1.00721,0.005042,Sphere,77.36,21.34,1.30,22.64,22413.0,0.1504
LEU-COMP-THERM-039-007,0.99684,0.00011,0.996842,0.000113119,1,0.0012,0.99684,0.001201,Lattice,84.52,10.18,5.30,15.48,148470.0,0.21705
HEU-SOL-THERM-006-025,0.99935,0.00011,0.999346,0.000113906,1,0.0087,0.99935,0.008695,Cylinder,73.03,24.62,2.35,26.97,41379.0,0.41789
U233-SOL-THERM-001-004,1.00069,0.00009,1.00069,8.5278e-05,1.0003,0.0033,1.00038,0.003301,Sphere,94.15,5.61,0.24,5.85,4223.5,0.041046
HEU-SOL-THERM-049-015,0.99992,0.00013,0.999918,0.000132287,1.0012,0.0021,0.99872,0.002098,Cylinder,67.29,29.44,3.27,32.71,57827.0,0.7134
HEU-SOL-THERM-042-001,0.99671,0.00007,0.996709,6.50471e-05,0.9957,0.0039,1.00101,0.003921,Cylinder,98.15,1.72,0.13,1.85,2404.2999999999997,0.031509
HEU-MET-FAST-084-001,0.99904,0.00009,0.999043,8.90691e-05,0.9994,0.0019,0.99963,0.001902,Cylinder,0.00,5.56,94.44,100.0,1415000.0,787930.0
HEU-MET-FAST-079-001,0.99974,0.00009,0.999742,8.70826e-05,0.9996,0.0015,1.00014,0.001503,Cylinder,0.00,5.39,94.61,100.0,1456100.0,819190.0
HEU-MET-FAST-016-001,1.00158,0.00009,1.00158,9.30702e-05,0.9996,0.0018,1.00198,0.001806,Cylinder,0.31,12.47,87.22,99.69,1281100.0,509260.00000000006
LEU-COMP-THERM-010-001,1.00472,0.00010,1.00472,0.000104915,1,0.0021,1.00472,0.002112,Lattice,89.86,6.28,3.86,10.14,109950.0,0.12062
HEU-MET-FAST-005-006,0.99770,0.00010,0.997699,9.53343e-05,0.9987,0.0036,0.99899,0.003602,Lattice,0.18,15.19,84.63,99.82,1112700.0,404360.0
HEU-MET-FAST-007-024,0.99969,0.00011,0.999686,0.000106052,0.997,0.0018,1.00269,0.001813,Rectangular,5.48,30.54,63.98,94.52,1043800.0000000001,50598.0
LEU-COMP-THERM-060-006,0.98855,0.00010,0.988546,0.000100106,0.9902,0.0007,0.99833,0.000712,Lattice,87.34,8.02,4.64,12.66,125879.99999999999,0.18208
U233-SOL-THERM-015-017,0.99822,0.00015,0.998219,0.000154881,1,0.0029,0.99822,0.002898,Sphere,62.68,34.55,2.77,37.32,47671.0,0.5036
HEU-MET-FAST-066-006,1.00349,0.00010,1.00349,0.000101734,1.0028,0.003,1.00068,0.002995,Sphere,0.10,20.73,79.17,99.9,1104900.0,345460.0
LEU-COMP-THERM-028-019,0.99808,0.00009,0.99808,9.30097e-05,1.0002,0.0046,0.99788,0.004590,Lattice,91.73,4.95,3.32,8.27,96199.0,0.09865
HEU-MET-FAST-088-001,0.99674,0.00011,0.996745,0.00010828,0.9993,0.0008,0.99743,0.000805,Cylinder,17.61,18.71,63.68,82.39,910720.0,13287.0
IEU-MET-FAST-004,1.00747,0.00009,1.00747,8.74265e-05,1,0.003,1.00747,0.003023,Sphere,0.00,10.42,89.58,100.0,1221700.0,573030.0
HEU-SOL-THERM-038-003,0.99785,0.00014,0.997846,0.000137421,1,0.0025,0.99785,0.002498,Cylinder,75.58,21.98,2.44,24.42,41848.0,0.34695000000000004
LEU-COMP-THERM-005-003,0.99890,0.00011,0.998899,0.000109389,1,0.0029,0.9989,0.002898,Lattice,84.10,10.37,5.53,15.9,158220.0,0.24124
HEU-MET-FAST-003-003,0.99916,0.00009,0.99916,9.12716e-05,1,0.005,0.99916,0.004996,Sphere,0.00,7.39,92.61,100.0,1497400.0,770120.0
U233-SOL-INTER-001-010,0.97926,0.00016,0.979258,0.000158755,1,0.0053,0.97926,0.005192,Sphere,28.09,63.94,7.96,71.91,132450.0,10.149999999999999
LEU-COMP-THERM-079-004,0.99931,0.00011,0.999306,0.000109436,1.0004,0.0016,0.99891,0.001601,Lattice,81.97,11.60,6.43,18.03,180930.0,0.30815000000000003
