File Name,k-eff_o,std_o,k-eff__m,std_m,k-eff_bench,std_bench,k_normalized,std_normalized,geometry,therm fiss,int fiss,fast fiss, above therm fiss, Avg E, Avg leth causing fiss
LEU-COMP-THERM-009-015,1.00655,0.00011,1.00655,0.000105805,1,0.0021,1.00655,0.002116,Lattice,90.42,5.85,3.73,9.58,106550.0,0.11416
HEU-MET-FAST-003-005,1.00052,0.00009,1.00052,9.13773e-05,1,0.005,1.00052,0.005003,Sphere,0.00,8.25,91.75,100.0,1498600.0,752130.0
LEU-COMP-THERM-010-017,1.01496,0.00011,1.01496,0.000111458,1,0.0028,1.01496,0.002844,Lattice,82.78,11.21,6.01,17.22,167530.0,0.27809999999999996
LEU-COMP-THERM-002-001,1.00557,0.00011,1.00557,0.000106182,0.9997,0.002,1.00587,0.002015,Lattice,90.38,5.89,3.73,9.62,106680.0,0.11464
HEU-SOL-THERM-006-009,0.98793,0.00014,0.987927,0.000136133,0.9986,0.0054,0.98931,0.005351,Cylinder,78.78,19.26,1.95,21.22,33944.0,0.25246
HEU-SOL-THERM-028-001,0.99870,0.00013,0.9987,0.000125336,1,0.0023,0.9987,0.002300,Cylinder,94.88,4.71,0.41,5.12,7302.8,0.047221000000000006
U233-SOL-THERM-016-028,0.99733,0.00015,0.997329,0.000149606,0.9986,0.0037,0.99872,0.003703,Cylinder,85.45,13.80,0.75,14.55,13024.0,0.080431
PU-SOL-THERM-004-003,0.99503,0.00011,0.995027,0.000110763,1,0.0047,0.99503,0.004677,Sphere,97.22,2.49,0.29,2.78,5580.0,0.054205
PU-SOL-THERM-012-009,1.00470,0.00011,1.0047,0.000106024,1,0.0043,1.0047,0.004321,Rectangular,96.68,2.95,0.37,3.32,7266.2,0.057311999999999995
LEU-COMP-THERM-028-015,1.00300,0.00009,1.003,9.10717e-05,0.9997,0.0044,1.00330,0.004416,Lattice,92.10,4.74,3.16,7.9,90865.0,0.094412
U233-MET-FAST-001,0.99981,0.00008,0.999808,8.06353e-05,1,0.001,0.99981,0.001003,Sphere,0.00,2.66,97.34,100.0,1750400.0,1118000.0
HEU-MET-FAST-007-038,1.00637,0.00012,1.00637,0.000117056,1,0.0008,1.00637,0.000813,Rectangular,22.84,36.14,41.02,77.16,671920.0,1531.5
PU-SOL-THERM-034-007,0.99622,0.00012,0.996216,0.000119153,1,0.0057,0.99622,0.005679,Cylinder,66.75,28.43,4.82,33.25,90846.0,1.4432
PU-MET-FAST-044-001,1.00142,0.00010,1.00142,9.66131e-05,0.9977,0.0021,1.00372,0.002114,Sphere,3.55,7.96,88.49,96.45,1653100.0,395100.0
LEU-SOL-THERM-020-001,1.00268,0.00008,1.00268,8.45843e-05,0.9995,0.001,1.00318,0.001007,Cylinder,96.90,2.55,0.55,3.1,14604.0,0.037846
HEU-SOL-THERM-006-028,0.98698,0.00013,0.986977,0.000134892,0.9986,0.0054,0.98836,0.005346,Cylinder,78.36,19.67,1.97,21.64,34207.0,0.26194999999999996
MIX-MET-FAST-007-017,1.00600,0.00009,1.006,9.22513e-05,1,0.0028,1.006,0.002818,Sphere,0.00,6.87,93.13,100.0,1585700.0,856680.0
HEU-SOL-THERM-049-018,1.00172,0.00013,1.00172,0.000126157,1.0012,0.002,1.00051,0.002002,Cylinder,69.90,27.08,3.02,30.1,52848.0,0.56095
PU-SOL-THERM-028-008,1.00259,0.00012,1.00259,0.00011832,1,0.0012,1.00259,0.001208,Cylinder,94.20,5.13,0.67,5.8,12896.0,0.08731900000000001
HEU-SOL-THERM-001-007,1.00021,0.00015,1.00021,0.000147723,1.0008,0.004,0.99941,0.003997,Cylinder,90.42,8.74,0.84,9.58,14687.0,0.077359
HEU-MET-FAST-077-004,1.00019,0.00010,1.00019,0.000103924,0.9998,0.0032,1.00039,0.003203,Sphere,1.28,22.52,76.21,98.72,1072600.0,217970.0
LEU-COMP-THERM-079-008,1.00606,0.00011,1.00606,0.000106425,1.0008,0.0008,1.00525,0.000810,Lattice,90.75,5.64,3.61,9.25,103200.0,0.10969999999999999
HEU-SOL-THERM-027-009,0.99923,0.00014,0.99923,0.000140443,1,0.0039,0.99923,0.003899,Cylinder,90.68,8.52,0.80,9.32,14187.0,0.074955
HEU-MET-FAST-064-003,0.99429,0.00010,0.994293,9.5334e-05,0.9996,0.0009,0.99468,0.000900,Cylinder,0.00,6.25,93.75,100.0,1248900.0,698200.0
HEU-MET-MIXED-016-001,1.00031,0.00012,1.00031,0.000119982,0.9995,0.0008,1.00081,0.000809,Cylinder,37.05,35.65,27.30,62.95,464480.0,97.275
LEU-COMP-THERM-009-024,1.00542,0.00010,1.00542,0.000103716,1,0.0021,1.00542,0.002113,Lattice,90.46,5.82,3.72,9.54,106400.0,0.11367999999999999
LEU-COMP-THERM-028-005,1.01126,0.00011,1.01126,0.000105077,1.0002,0.0048,1.01105,0.004853,Lattice,84.46,10.21,5.33,15.54,149080.0,0.22618
HEU-SOL-THERM-038-025,0.99784,0.00014,0.997836,0.000141415,1,0.0032,0.99784,0.003196,Cylinder,74.72,22.83,2.45,25.28,41596.0,0.37396
PU-SOL-THERM-005-002,0.99706,0.00011,0.997056,0.000111949,1,0.0047,0.99706,0.004687,Sphere,97.01,2.66,0.32,2.99,6181.0,0.056075
PU-SOL-THERM-004-013,0.99455,0.00011,0.994549,0.000110663,1,0.0047,0.99455,0.004675,Sphere,97.11,2.58,0.31,2.89,5980.3,0.055127
HEU-SOL-THERM-028-011,0.99530,0.00014,0.995303,0.000136909,1,0.0051,0.9953,0.005077,Cylinder,84.40,14.11,1.49,15.6,26352.0,0.14607
LEU-COMP-THERM-078-009,1.00823,0.00012,1.00823,0.000119492,0.9978,0.001,1.01045,0.001019,Lattice,80.94,13.84,5.22,19.06,139250.0,0.29651
U233-SOL-THERM-009-004,0.99818,0.00005,0.998176,4.57622e-05,0.9998,0.0038,0.99837,0.003794,Cylinder,95.67,4.16,0.17,4.33,2988.3,0.036513
LEU-COMP-THERM-080-004,1.01075,0.00012,1.01075,0.000117117,0.9981,0.001,1.01267,0.001021,Lattice,77.00,16.75,6.25,23.0,164970.0,0.4598
LEU-COMP-THERM-010-026,1.01596,0.00011,1.01596,0.000108582,1,0.0028,1.01596,0.002846,Lattice,79.67,11.07,9.26,20.33,269460.0,0.49794
HEU-SOL-THERM-049-008,1.00548,0.00013,1.00548,0.000126545,1.0012,0.0024,1.00427,0.002410,Cylinder,70.78,26.24,2.99,29.22,52248.0,0.5239900000000001
HEU-SOL-THERM-013-001,1.00008,0.00008,1.00008,7.96093e-05,1.0012,0.0026,0.99888,0.002595,Sphere,97.93,1.92,0.15,2.07,2641.1,0.032660999999999996
LEU-COMP-THERM-017-009,1.00693,0.00009,1.00693,8.90042e-05,1,0.0031,1.00693,0.003122,Lattice,90.99,4.40,4.61,9.01,138860.0,0.10945
MIX-MET-FAST-007-007,1.00666,0.00011,1.00666,0.000111054,1,0.0032,1.00666,0.003223,Sphere,8.08,16.30,75.62,91.92,1330800.0,99558.0
LEU-COMP-THERM-001-003,1.00763,0.00009,1.00763,9.20172e-05,0.9998,0.0031,1.00783,0.003126,Lattice,91.66,4.45,3.89,8.34,115520.0,0.096039
HEU-MET-FAST-002-004,0.99914,0.00009,0.999137,9.16124e-05,1,0.003,0.99914,0.002998,Rectangular,0.00,9.41,90.59,100.0,1478900.0,716050.0
PU-SOL-THERM-032-008,0.99902,0.00011,0.999018,0.000106609,1,0.002,0.99902,0.002000,Cylinder,96.87,2.79,0.34,3.13,6524.5,0.057187
LEU-COMP-THERM-009-005,1.00697,0.00010,1.00697,0.000104029,1,0.0021,1.00697,0.002117,Lattice,90.35,5.91,3.74,9.65,106990.0,0.11501
HEU-MET-INTER-006-002,1.00748,0.00011,1.00748,0.000110531,1.0001,0.0008,1.00737,0.000813,Cylinder,0.31,69.66,30.03,99.69,367580.0,9133.699999999999
HEU-MET-FAST-007-009,1.00542,0.00010,1.00542,0.000102079,0.9995,0.0056,1.00592,0.005636,Rectangular,1.08,28.18,70.74,98.92,1128700.0,153410.0
U233-SOL-THERM-001-002,1.00011,0.00008,1.00011,8.20524e-05,1.001,0.0033,0.99911,0.003294,Sphere,94.54,5.23,0.22,5.46,3904.2999999999997,0.039807
LEU-COMP-THERM-039-001,1.00909,0.00011,1.00909,0.000112048,1,0.0014,1.00909,0.001417,Lattice,84.23,10.55,5.22,15.77,144940.0,0.22222
HEU-SOL-THERM-038-004,0.99635,0.00014,0.996353,0.000140251,1,0.0025,0.99635,0.002494,Cylinder,74.67,22.84,2.49,25.33,42080.0,0.37761
U233-MET-FAST-002-001,0.99897,0.00008,0.998971,8.25736e-05,1,0.001,0.99897,0.001002,Sphere,0.00,2.97,97.03,100.0,1703900.0,1067500.0
MIX-MET-INTER-003,0.99138,0.00010,0.991385,0.000104269,0.9638,0.0027,1.02861,0.002883,Cylinder,0.03,57.33,42.64,99.97,564900.0,24418.0
U233-SOL-THERM-013-014,1.00487,0.00016,1.00487,0.000160812,0.9992,0.0051,1.00567,0.005135,Sphere,77.35,21.35,1.30,22.65,22438.0,0.15042
U233-SOL-THERM-012-005,1.00275,0.00014,1.00275,0.000139154,1,0.0071,1.00275,0.007120,Sphere,84.11,15.02,0.88,15.89,15097.0,0.09103699999999999
HEU-MET-FAST-067-001,1.00639,0.00008,1.00639,8.15525e-05,0.9959,0.0024,1.01053,0.002436,Cylinder,0.00,45.22,54.78,100.0,464370.0,119510.0
HEU-SOL-THERM-032-001,1.00011,0.00005,1.00011,5.33436e-05,1.0015,0.0026,0.99861,0.002593,Sphere,98.30,1.58,0.12,1.7,2125.1,0.031249
HEU-MET-FAST-027,1.00117,0.00009,1.00117,8.896e-05,1,0.0025,1.00117,0.002504,Sphere,0.00,5.30,94.70,100.0,1402200.0,788050.0
HEU-SOL-THERM-006-019,1.00900,0.00011,1.009,0.0001142,1,0.0091,1.009,0.009182,Cylinder,73.77,23.98,2.25,26.23,39060.0,0.39279000000000003
HEU-MET-FAST-044-002,1.00055,0.00009,1.00055,8.66811e-05,0.9995,0.0017,1.00105,0.001704,Cylinder,0.00,4.78,95.22,100.0,1445200.0,825440.0
HEU-SOL-THERM-011-002,1.00315,0.00011,1.00315,0.00011247,1,0.0023,1.00315,0.002309,Sphere,96.35,3.36,0.29,3.65,5063.7,0.039716
LEU-COMP-THERM-010-007,1.00875,0.00010,1.00875,9.86599e-05,1,0.0021,1.00875,0.002120,Lattice,87.22,5.75,7.03,12.78,210900.0,0.20785
HEU-MET-FAST-057-005,1.02206,0.00009,1.02206,9.27802e-05,1,0.0019,1.02206,0.001944,Cylinder,0.00,5.82,94.18,100.0,1337500.0,744150.0
PU-SOL-THERM-004-009,0.99479,0.00011,0.994787,0.000111737,1,0.0047,0.99479,0.004676,Sphere,96.83,2.83,0.34,3.17,6487.299999999999,0.058072
HEU-MET-FAST-084-017,1.00097,0.00009,1.00097,8.98777e-05,0.9995,0.0019,1.00147,0.001905,Cylinder,0.00,5.09,94.91,100.0,1403800.0,794590.0
PU-SOL-THERM-012-003,1.00230,0.00008,1.0023,7.83784e-05,1,0.0058,1.0023,0.005813,Rectangular,97.98,1.81,0.21,2.02,4183.2,0.045471
HEU-MET-FAST-085-006,1.00441,0.00009,1.00441,9.04658e-05,0.9997,0.0029,1.00471,0.002915,Sphere,0.00,6.91,93.09,100.0,1290100.0,689510.0
PU-MET-FAST-010,0.99777,0.00009,0.997768,9.02502e-05,1,0.0018,0.99777,0.001798,Sphere,0.00,2.93,97.07,100.0,1888000.0,1171400.0
U233-SOL-THERM-016-022,1.00786,0.00016,1.00786,0.00015799,1,0.0034,1.00786,0.003430,Cylinder,77.98,20.76,1.26,22.02,21753.0,0.14329
U233-SOL-THERM-015-011,0.99290,0.00015,0.992898,0.000152512,1,0.0075,0.9929,0.007448,Sphere,57.36,39.95,2.69,42.64,43515.0,0.69688
PU-SOL-THERM-001-004,0.99935,0.00013,0.999346,0.00012829,1,0.005,0.99935,0.004998,Sphere,89.85,8.89,1.26,10.15,24046.0,0.14912
HEU-SOL-THERM-050-010,0.98056,0.00015,0.980555,0.000146241,0.996,0.009,0.98449,0.008897,Cylinder,68.60,27.93,3.47,31.4,60466.0,0.6894399999999999
PU-SOL-THERM-022-007,0.99920,0.00010,0.999196,0.000104406,1,0.0021,0.9992,0.002100,Cylinder,96.61,3.02,0.37,3.39,7301.5,0.057994000000000004
HEU-SOL-THERM-042-006,1.00082,0.00004,1.00082,4.25739e-05,1,0.0037,1.00082,0.003703,Cylinder,98.36,1.53,0.11,1.64,2034.1999999999998,0.031016
PU-SOL-THERM-028-002,1.00140,0.00012,1.0014,0.000122501,1,0.0012,1.0014,0.001207,Cylinder,93.73,5.55,0.72,6.27,13628.0,0.094067
LEU-COMP-THERM-005-005,1.02451,0.00011,1.02451,0.000110869,1,0.0047,1.02451,0.004816,Lattice,75.69,16.16,8.15,24.31,223170.0,0.62693
HEU-SOL-THERM-006-022,1.00014,0.00013,1.00014,0.000129349,1,0.0065,1.00014,0.006502,Cylinder,76.47,21.44,2.09,23.53,36365.0,0.31061
LEU-COMP-THERM-017-013,1.00784,0.00009,1.00784,9.09864e-05,1,0.0031,1.00784,0.003125,Lattice,91.60,4.52,3.88,8.4,114940.0,0.09646
HEU-SOL-THERM-049-012,0.99690,0.00014,0.996896,0.000138407,1.0012,0.0021,0.99570,0.002093,Cylinder,69.71,27.22,3.07,30.29,53717.0,0.5918
LEU-COMP-THERM-078-013,1.00977,0.00012,1.00977,0.000117251,0.9993,0.001,1.01047,0.001017,Lattice,80.81,13.95,5.24,19.19,139770.0,0.30035
PU-SOL-THERM-018-006,1.00052,0.00011,1.00052,0.000111844,1,0.0031,1.00052,0.003103,Cylinder,94.44,4.84,0.72,5.56,14949.0,0.07510399999999999
LEU-COMP-THERM-079-002,1.01235,0.00011,1.01235,0.000112722,1.0002,0.0016,1.01214,0.001623,Lattice,82.30,11.52,6.18,17.7,172350.0,0.29378
HEU-MET-FAST-072-003,1.02195,0.00010,1.02195,0.000101183,1.0028,0.0069,1.01909,0.007012,Cylinder,0.47,49.26,50.26,99.53,487560.0,37306.0
HEU-SOL-THERM-027-003,0.99937,0.00014,0.999374,0.000142665,1,0.0037,0.99937,0.003700,Cylinder,90.67,8.52,0.82,9.33,14374.0,0.07515
MIX-MET-FAST-010,1.00005,0.00009,1.00005,8.75029e-05,1,0.0009,1.00005,0.000904,Sphere,0.00,3.52,96.48,100.0,1672300.0,1010300.0
LEU-COMP-THERM-035-001,1.01415,0.00010,1.01415,0.000104627,1,0.0018,1.01415,0.001828,Lattice,85.92,7.97,6.12,14.08,177090.0,0.20573
U233-SOL-INTER-001-016,0.98076,0.00015,0.980757,0.00014587,1,0.0028,0.98076,0.002749,Sphere,49.64,45.10,5.26,50.36,90321.0,1.7491999999999999
U233-SOL-THERM-015-030,0.99387,0.00015,0.993867,0.000147678,1,0.0048,0.99387,0.004772,Sphere,78.44,20.44,1.12,21.56,18687.0,0.13663
HEU-MET-FAST-094-002,1.00757,0.00010,1.00757,0.000102318,0.9993,0.001,1.00827,0.001014,Cylinder,0.10,39.74,60.15,99.9,906190.0,127840.00000000001
PU-SOL-THERM-003-007,1.00085,0.00012,1.00085,0.000117775,1,0.0047,1.00085,0.004705,Sphere,96.75,2.89,0.36,3.25,6890.8,0.058576
U233-SOL-THERM-016-003,1.00259,0.00016,1.00259,0.000160151,0.9992,0.0036,1.00339,0.003618,Cylinder,68.90,29.10,2.00,31.1,34483.0,0.29092
HEU-MET-FAST-025-001,0.99970,0.00009,0.999696,8.92861e-05,0.9987,0.0014,1.00100,0.001406,Cylinder,0.00,4.81,95.19,100.0,1447100.0,825690.0
PU-MET-FAST-031,1.00536,0.00011,1.00536,0.000106617,1,0.0021,1.00536,0.002113,Sphere,6.89,10.83,82.28,93.11,1601700.0,181430.0
HEU-MET-MIXED-012,1.00495,0.00009,1.00495,9.45525e-05,1.0042,0.0024,1.00074,0.002393,Cylinder,9.01,47.70,43.30,90.99,598400.0,8172.199999999999
HEU-MET-FAST-078-027,0.99706,0.00009,0.997063,9.08086e-05,0.9992,0.0021,0.99785,0.002099,Cylinder,0.01,8.72,91.27,99.99,1361000.0,674950.0
PU-SOL-THERM-032-012,0.99802,0.00010,0.998016,9.81304e-05,1,0.002,0.99802,0.001998,Cylinder,97.36,2.36,0.28,2.64,5420.8,0.052418
HEU-MET-FAST-007-013,1.00166,0.00012,1.00166,0.000117618,0.999,0.0012,1.00266,0.001210,Rectangular,17.58,41.26,41.16,82.42,692490.0,2042.0
HEU-MET-INTER-001,1.00842,0.00010,1.00842,9.5759e-05,0.9966,0.0026,1.01186,0.002641,Cylinder,0.02,58.56,41.42,99.98,237250.0,29005.0
HEU-SOL-THERM-006-003,1.00022,0.00013,1.00022,0.000132198,1,0.0065,1.00022,0.006502,Cylinder,76.32,21.57,2.11,23.68,36825.0,0.31505
LEU-COMP-THERM-007-006,1.00667,0.00011,1.00667,0.000108917,1,0.0008,1.00667,0.000812,Lattice,90.01,6.51,3.48,9.99,98415.0,0.11134000000000001
LEU-COMP-THERM-006-017,1.00914,0.00010,1.00914,9.98558e-05,1,0.002,1.00914,0.002020,Lattice,89.94,5.43,4.63,10.06,135830.0,0.12391
HEU-MET-FAST-065,0.99895,0.00009,0.998951,8.53601e-05,0.9995,0.0013,0.99944,0.001302,Cylinder,0.00,4.65,95.35,100.0,1467600.0,842230.0
PU-MET-FAST-016-004,1.00660,0.00011,1.0066,0.000107399,1,0.003,1.0066,0.003021,Cylinder (array),24.59,11.84,63.57,75.41,1240200.0,7299.9
LEU-SOL-THERM-004-006,1.00392,0.00008,1.00392,7.94077e-05,0.9994,0.0011,1.00452,0.001108,Cylinder,96.91,2.54,0.54,3.09,14400.0,0.037796
LEU-SOL-THERM-004-007,1.00391,0.00008,1.00391,7.5178e-05,0.9996,0.0011,1.00431,0.001107,Cylinder,96.99,2.48,0.53,3.01,14024.0,0.037423
HEU-MET-FAST-070-001,1.01010,0.00008,1.0101,8.17154e-05,1.0005,0.0013,1.00959,0.001314,Cylinder,1.47,41.24,57.29,98.53,466050.0,69976.0
HEU-SOL-THERM-025-001,1.00318,0.00012,1.00318,0.000115159,1.0002,0.0025,1.00297,0.002509,Cylinder,96.13,3.57,0.30,3.87,5315.099999999999,0.04065
HEU-SOL-THERM-006-002,0.98843,0.00014,0.988429,0.000138073,0.9986,0.0054,0.98981,0.005354,Cylinder,78.29,19.71,2.00,21.71,34889.0,0.26453
LEU-COMP-THERM-006-016,1.00933,0.00010,1.00933,9.95046e-05,1,0.002,1.00933,0.002021,Lattice,90.10,5.35,4.55,9.9,133590.0,0.12122
LEU-COMP-THERM-007-007,1.00379,0.00010,1.00379,9.86982e-05,1,0.0007,1.00379,0.000709,Lattice,93.62,4.00,2.39,6.38,68509.0,0.072105
PU-MET-FAST-016-005,1.00621,0.00011,1.00621,0.000111432,1,0.0034,1.00621,0.003422,Cylinder (array),24.73,11.78,63.48,75.27,1238300.0,7155.8
PU-SOL-THERM-032-013,0.99661,0.00012,0.996613,0.000119626,1,0.002,0.99661,0.001996,Cylinder,95.39,4.08,0.53,4.61,10166.0,0.07275999999999999
HEU-MET-FAST-093,1.00450,0.00009,1.0045,8.88685e-05,0.9978,0.0012,1.00671,0.001213,Cylinder,0.00,6.67,93.33,100.0,1228500.0,660600.0
HEU-MET-FAST-007-012,0.99744,0.00012,0.997435,0.000119579,0.9932,0.0012,1.00426,0.001219,Rectangular,10.77,50.00,39.23,89.23,658420.0,3229.2000000000003
U233-SOL-THERM-015-031,0.99276,0.00015,0.992762,0.000153343,1,0.0055,0.99276,0.005462,Sphere,78.40,20.44,1.16,21.6,19582.0,0.13757
U233-SOL-THERM-016-002,1.00330,0.00016,1.0033,0.000160013,0.9983,0.0044,1.00500,0.004432,Cylinder,68.92,29.08,2.00,31.08,34456.0,0.29083000000000003
PU-SOL-THERM-003-006,0.99991,0.00012,0.999908,0.000118144,1,0.0047,0.99991,0.004701,Sphere,95.83,3.71,0.46,4.17,8775.5,0.068652
HEU-MET-MIXED-020-001,1.00282,0.00012,1.00282,0.000115803,0.999,0.0005,1.00382,0.000515,Cylinder,39.61,34.08,26.31,60.39,448530.0,72.185
PU-SOL-THERM-010-001,1.01255,0.00013,1.01255,0.000129513,1,0.0048,1.01255,0.004861,Sphere,92.53,6.57,0.89,7.47,17040.0,0.10882
PU-MET-FAST-030,1.00277,0.00009,1.00277,8.80749e-05,1,0.0021,1.00277,0.002107,Sphere,0.00,3.17,96.83,100.0,1815500.0,1143100.0
LEU-COMP-THERM-079-003,1.01309,0.00011,1.01309,0.00011332,1.0005,0.0016,1.01258,0.001623,Lattice,82.21,11.58,6.21,17.79,173280.0,0.29731
PU-SOL-THERM-018-007,0.99950,0.00011,0.999502,0.000109551,1,0.0032,0.9995,0.003200,Cylinder,95.14,4.24,0.62,4.86,12986.0,0.067884
LEU-COMP-THERM-078-012,1.01020,0.00012,1.0102,0.000117278,0.9993,0.001,1.01090,0.001018,Lattice,80.84,13.93,5.23,19.16,139530.0,0.29942
HEU-SOL-THERM-027-002,0.99859,0.00014,0.998594,0.000141857,1,0.0043,0.99859,0.004296,Cylinder,90.70,8.49,0.81,9.3,14325.0,0.074928
U233-SOL-INTER-001-017,0.98858,0.00015,0.988582,0.00015164,1,0.0055,0.98858,0.005439,Sphere,44.48,49.88,5.64,55.52,94103.0,2.5469999999999997
PU-SOL-THERM-028-003,1.00354,0.00012,1.00354,0.000120808,1,0.0012,1.00354,0.001210,Cylinder,94.47,4.91,0.62,5.53,11828.0,0.08468200000000001
LEU-COMP-THERM-005-004,1.00845,0.00011,1.00845,0.000106524,1,0.0025,1.00845,0.002523,Lattice,83.98,10.58,5.43,16.02,154210.0,0.24367
HEU-MET-FAST-051-001,0.99595,0.00008,0.995955,8.49714e-05,0.9971,0.0005,0.99884,0.000508,Cylinder,0.00,4.67,95.33,100.0,1467000.0,840160.0
HEU-SOL-THERM-004-001,0.98513,0.00013,0.985129,0.000125769,1,0.0065,0.98513,0.006404,Sphere,38.33,55.80,5.87,61.67,79981.0,12.700000000000001
HEU-SOL-THERM-006-023,1.00234,0.00012,1.00234,0.000123465,1,0.0078,1.00234,0.007819,Cylinder,75.22,22.61,2.16,24.78,37706.0,0.3467
LEU-COMP-THERM-017-012,1.00758,0.00009,1.00758,9.04188e-05,1,0.0031,1.00758,0.003124,Lattice,91.46,4.64,3.90,8.54,115540.0,0.097983
HEU-SOL-THERM-049-013,0.99813,0.00014,0.998125,0.000137895,1.0012,0.0021,0.99693,0.002095,Cylinder,68.57,28.29,3.14,31.43,54926.0,0.64581
HEU-SOL-THERM-050-011,0.99207,0.00015,0.992069,0.000149241,0.9964,0.0089,0.99565,0.008894,Cylinder,78.71,19.16,2.13,21.29,37368.0,0.25941000000000003
PU-SOL-THERM-022-006,0.99771,0.00011,0.997712,0.000108496,1,0.0021,0.99771,0.002098,Cylinder,96.37,3.23,0.40,3.63,7820.900000000001,0.060302999999999995
HEU-SOL-THERM-042-007,1.00165,0.00004,1.00165,3.93331e-05,1,0.0036,1.00165,0.003606,Cylinder,98.39,1.50,0.11,1.61,2007.5000000000002,0.030918
PU-SOL-THERM-004-008,0.99522,0.00011,0.995219,0.000112097,1,0.0047,0.99522,0.004678,Sphere,97.03,2.65,0.32,2.97,6118.9,0.056006
PU-SOL-THERM-012-002,1.00109,0.00008,1.00109,8.23812e-05,1,0.0043,1.00109,0.004305,Rectangular,97.89,1.89,0.22,2.11,4353.2,0.04624
HEU-MET-FAST-084-016,0.99947,0.00009,0.999471,8.80037e-05,0.9994,0.002,1.00007,0.002003,Cylinder,0.00,6.32,93.68,100.0,1377000.0,751730.0
PU-MET-FAST-011,1.00093,0.00010,1.00093,0.000104459,1,0.001,1.00093,0.001006,Sphere,11.77,10.04,78.19,88.23,1523800.0,81432.0
HEU-MET-FAST-078-007,0.99937,0.00011,0.999366,0.000110488,1,0.0019,0.99937,0.001902,Cylinder,17.16,22.96,59.88,82.84,958640.0,10835.0
U233-SOL-THERM-016-023,1.00805,0.00016,1.00805,0.000161056,1,0.0031,1.00805,0.003129,Cylinder,77.99,20.75,1.26,22.01,21728.0,0.14329999999999998
LEU-COMP-THERM-060-001,1.00983,0.00009,1.00983,8.72478e-05,0.999,0,1.01084,8.733513,Lattice,91.81,4.62,3.57,8.19,101350.0,0.09446
U233-SOL-THERM-015-010,0.98850,0.00016,0.988503,0.000161951,1,0.0051,0.9885,0.005043,Sphere,52.24,43.93,3.82,47.76,65600.0,1.1372
PU-SOL-THERM-001-005,1.00340,0.00013,1.0034,0.000129981,1,0.005,1.0034,0.005018,Sphere,89.36,9.31,1.33,10.64,25407.0,0.1575
HEU-SOL-THERM-006-018,1.00208,0.00012,1.00208,0.000124542,1,0.0078,1.00208,0.007817,Cylinder,75.10,22.74,2.16,24.9,37538.0,0.35002
HEU-MET-FAST-044-003,1.00050,0.00009,1.0005,8.69593e-05,0.9995,0.0019,1.00100,0.001904,Cylinder,0.00,4.87,95.13,100.0,1431800.0,815230.0
LEU-COMP-THERM-010-006,1.00874,0.00010,1.00874,9.78934e-05,1,0.0021,1.00874,0.002120,Lattice,85.86,6.03,8.10,14.14,243320.0,0.25897
HEU-MET-FAST-057-004,0.98840,0.00009,0.988404,8.96464e-05,1,0.004,0.9884,0.003954,Cylinder,0.00,5.32,94.68,100.0,1389600.0,783440.0
U233-SOL-THERM-001-003,0.99980,0.00008,0.999802,8.30692e-05,1.0011,0.0033,0.99870,0.003293,Sphere,94.34,5.42,0.23,5.66,4057.5000000000005,0.040434000000000005
U233-SOL-THERM-016-018,0.99425,0.00015,0.994245,0.000153467,0.9988,0.0036,0.99544,0.003591,Cylinder,77.81,20.91,1.29,22.19,22241.0,0.14544
HEU-MET-FAST-032-001,1.00223,0.00009,1.00223,8.99837e-05,1,0.0016,1.00223,0.001606,Sphere,0.00,6.91,93.09,100.0,1489700.0,778230.0
HEU-SOL-THERM-038-005,0.99631,0.00014,0.996314,0.000139698,1,0.0025,0.99631,0.002494,Cylinder,74.61,22.90,2.48,25.39,41824.0,0.37893000000000004
U233-SOL-THERM-012-004,1.00090,0.00014,1.0009,0.000141263,1,0.0015,1.0009,0.001507,Sphere,82.11,16.87,1.02,17.89,17560.0,0.10669999999999999
U233-SOL-THERM-013-015,1.01947,0.00016,1.01947,0.000157191,0.9996,0.0077,1.01987,0.007857,Sphere,82.03,17.00,0.97,17.97,16713.0,0.10472000000000001
HEU-MET-FAST-089,1.00096,0.00009,1.00096,8.80981e-05,0.9991,0.0014,1.00186,0.001406,Cylinder,0.00,5.31,94.69,100.0,1384700.0,779960.0
HEU-MET-FAST-002-005,0.99940,0.00009,0.999401,9.05717e-05,1,0.003,0.9994,0.002999,Rectangular,0.00,9.53,90.47,100.0,1475800.0,711820.0
LEU-COMP-THERM-009-004,1.00616,0.00010,1.00616,0.000103371,1,0.0021,1.00616,0.002115,Lattice,90.45,5.83,3.72,9.55,106430.0,0.11379
PU-SOL-THERM-032-009,0.99754,0.00010,0.997543,0.000104788,1,0.002,0.99754,0.001997,Cylinder,97.04,2.64,0.32,2.96,6150.799999999999,0.055493
HEU-MET-INTER-006-003,1.01078,0.00011,1.01078,0.000109314,1.0015,0.0008,1.00926,0.000813,Cylinder,0.03,63.34,36.62,99.97,437620.0,21626.0
HEU-MET-FAST-007-008,1.00220,0.00010,1.0022,0.000101706,0.9973,0.0013,1.00491,0.001313,Rectangular,0.39,29.15,70.46,99.61,1122300.0,176170.0
LEU-COMP-THERM-010-027,1.01624,0.00011,1.01624,0.000105632,1,0.0028,1.01624,0.002847,Lattice,80.16,10.84,9.00,19.84,261760.0,0.46572
